OBJECTID,SITENAME,COMMSITEID,COMMTYPE,COMMSUBTYP,ACREAGE,LASTVISIT,DATA_METHD,DATA_SOURC,DATA_EQUIP,DATA_EDTR,DATA_DATE,ASSOCDATA,SPECIESDAT,COMMENTS,ELCODE,EONMBR,IS_QAQC,GPS_PDOP,GPS_HDOP,GPS_HRZPR,Group_legend,Centroid_X,Centroid_Y,COMLABEL,SHAPE_Length,SHAPE_Area
64,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.88852305,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"scrub oak mixed woodland - bald complex; polygon boundary accuracy lower than norm due to poor 2004 digital image",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801637.26028369,920968.71873651,AcRSO,1448.81625061885,-38704.0642550099
65,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,27.25623292,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,scrub oak scrub - deciduous woodland complex with scattered balds,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801718.2479826,921717.0010326,AcRSO,23344.8650889896,-1187281.50630754
66,Keeney Cove,1,Floodplain Forest,Undifferentiated,401.10638649,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000,9,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1031620.41350544,824205.96738052,FF,57512.3253792721,-17472194.1958016
67,Pierson Lane Site,1,Floodplain Forest,Low Floodplain,6.28928467,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,Not enough data, used soils for boundaries,CT2B1A0000,4,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,1030069.28898303,873342.9442376,FF,3588.74855533737,-273961.240320174
68,Seymour State Park and Higganum Meadows WMA,,Floodplain Forest,Alluvial Marsh,5.42566072,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,2009/09/03 00:00:00+00,,,,CT2B1A0000,2,True,,,,Palustrine Non-forested,1056253.55190311,745575.13645352,FF,2295.2875587895,-236341.78101227
69,North Spectacle Pond,2,Poor Fen,Shrub Thicket,0.91939143,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/09/08 00:00:00+00,,,,CP2C2A0000,,True,,,,Palustrine Non-forested,818161.34403336,827361.26750035,PF,842.625867163075,-40048.6908815519
70,North Spectacle Pond,1,Poor Fen,Shrub Thicket,0.89053725,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/09/08 00:00:00+00,,,,CP2C2A0000,,True,,,,Palustrine Non-forested,818395.73890577,827487.20261593,PF,884.48904482623,-38791.8027459241
71,Farmington River,0,Floodplain Forest,Low Floodplain,0.58284138,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,978516.56892594,826557.04043427,FF,755.520282517858,-25388.5708105156
72,Farmington River,0,Floodplain Forest,High Floodplain,4.49232648,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,979627.4197226,832861.10984709,FF,1985.10152547669,-195685.74174281
73,Farmington River,0,Floodplain Forest,Low Floodplain,3.90691194,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Maybe High Floodplain; using 162 ft NGVD (= ACoE 10% annual probably el) as boundary between Low and High; may be too high",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980103.54934777,832737.41882151,FF,5003.28190068965,-170185.084532804
74,Farmington River,0,Floodplain Forest,Undifferentiated,1.9296107,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Maybe High Floodplain; using 162 ft NGVD (= ACoE 10% annual probably el) as boundary between Low and High; may be too high",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,978689.43865893,826893.3461921,FF,2284.71251344371,-84053.8422878883
75,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.23888419,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, ,"Pinus rigida, Scizachyrium scoparium, Carex cf. pensylvanica, Amelanchier, Quercus","Devine 2008: grassy glade-summit outcrop mosaic with several pitch pines round edge and a few ""shrub oak"" (unknown if scrub oak)",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,917022.95602102,727542.13577418,AcRSO,424.838644687817,-10405.7956833412
76,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.5915438,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,bald-scrub complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,927431.47785486,727548.17381985,AcRSO,644.692790413631,-25767.6482248374
77,Naugatuck State Forest,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.32622793,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,bald-scrub complex,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,927438.81609477,727960.86229893,AcRSO,466.255828769022,-14210.4886552015
78,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.25217367,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"scrub oak mixed woodland - bald complex; polygon boundary accuracy lower than norm due to poor 2004 digital image",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801521.85040952,920797.18856777,AcRSO,429.16816193844,-10984.6852154756
79,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.16200869,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"scrub oak scrub - deciduous woodland complex; polygon boundary accuracy lower than norm due to poor 2004 digital image",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801386.87725427,920779.17941743,AcRSO,371.536517394217,-7057.09862246235
80,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Pitch Pine,1.52436,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?pitch pine woodland - bald complex on steep ledges; don't know if/how much pine is pitch",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799028.16346778,925534.10986818,AcRSO,1452.81967484644,-66401.1216452701
81,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,9.88715661,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"scrub oak scrub - mixed woodland - bald complex, possible Kalmia dominance in northern section",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799354.46727711,925801.49844102,AcRSO,3264.03983288573,-430684.542030324
82,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.28795369,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?bald - deciduous woodland complex; is there also scrub oak?",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799476.91125793,926308.18476361,AcRSO,449.799510246594,-12543.2627643529
83,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Pitch Pine,0.54944332,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?pine woodland; suspect pine is pitch",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801930.17997343,926281.64675894,AcRSO,684.947298186637,-23933.7511603208
84,Bird Peak,0,Acidic Rocky Summit Outcrop,Scrub Oak,2.34565234,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,800584.04027727,918363.24953801,AcRSO,2298.14872125863,-102176.616216266
85,Bird Peak,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.56457886,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,800583.7325351,918566.16645501,AcRSO,790.645535798874,-24593.0552209083
86,Menunketesuck River,2,Intertidal Marsh,Freshwater Marsh,0.13549648,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1069730.26445094,667742.69566202,IM,578.386508309279,-5902.22690161898
87,Menunketesuck River,3,Intertidal Marsh,Freshwater Marsh,0.0818491,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1B3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1069914.04131436,667881.27543735,IM,311.630737572359,-3565.34716948921
88,Big Pond/Point O' Woods,0,Intertidal Marsh,Brackish Marsh,40.89351323,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,used also 2004 Digital Ortho Photo for delineation,CE1B2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1135149.90690535,665767.21831376,IM,16230.6222703286,-1781321.4364065
89,Bear Mountain,19,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.12498923,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/03 00:00:00+00,Not Applicable, , ,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,807275.66961053,941429.56757852,AcRSO,306.638433432207,-5444.531054016
90,Bear Mountain,20,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.20145608,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/03 00:00:00+00,Not Applicable, , ,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,807195.47849793,941449.12200135,AcRSO,509.065523783845,-8775.42711432658
91,Bear Mountain,21,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.11088625,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/03 00:00:00+00,Not Applicable, , ,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,807339.53824919,940852.4391396,AcRSO,258.414637286926,-4830.2050972691
92,Barrier East of Quiambog Cove,0,Beachshore,Salt,2.51751899,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C3A0000,24,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1223859.62909186,684810.93055436,B,2983.0155448043,-109663.127234971
93,Mill River,0,Intertidal Marsh,Freshwater Marsh,1.20632473,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"possible oligohaline; unstable due to diking and draining - degrading",CE1B3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,955850.80815519,682589.33361961,IM,1072.26446884489,-52547.505507557
94,Meigs Point,0,Coastal Woodland/Shrubland,Woodland/Shrubland,3.21345641,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , , , ,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,1057354.44930761,653484.55423085,CWS,3032.60329461699,-139978.161349411
95,"Willard Island, Hammonasset Beach State Park",0,Coastal Woodland/Shrubland,Woodland/Shrubland,8.66912949,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,mainly in northern portion of poly, ,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,1056364.09597336,653840.69492277,CWS,6273.52529162428,-377627.281031923
96,Hammonasset State Park,0,Coastal Woodland/Shrubland,Woodland/Shrubland,2.32095272,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,, ,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,1058238.28349794,652155.25570835,CWS,2288.64609508078,-101100.700843112
97,Farmington River,0,Floodplain Forest,High Floodplain,3.26973093,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"May no longer flood due to upstream flood control, based on LIDAR 2000 elevation",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,974555.28649419,828436.06587569,FF,2054.24881385385,-142429.479557924
98,The Hedgehog,0,Subacidic Rocky Summit Outcrop,Cedar Woodland,0.88875134,,Aerial Photo Interpretation,CT 1990 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Farmington Valley Biodiversity Project, 2002","Arctostaphylos uva-ursi,Carex hirsutella","relatively spp poor, this site more transitional to subacidic than many",CT1A4A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,969710.39198452,880738.91730652,SubRSO,1238.64695284579,-38714.0085301106
99,The Hedgehog,2,Subacidic Rocky Summit Outcrop,Cedar Woodland,0.26102118,,Aerial Photo Interpretation,CT 1990 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Farmington Valley Biodiversity Project, 2002","Houstonia longigolia,Potentilla arguta,Pychanthemum clinopodoides,Polygonum tenue,Polygata verticillata,Cuscata pentagona,Carex hirsutella","one of 2 hottest cedar glades known in CT*; rarer subset of G3 (globally vulnerable) community rare uncommon species concentration",CT1A4A0000,3,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,969879.35457311,881061.87893094,SubRSO,608.97484875235,-11370.0827597056
100,Quincy Road,0,Sand Barren,Sandplain Grassland,0.23609012,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Eight Mile River Wild and Scenic Study, 2003",Schizachrym scoparium - Hypericum gentianoides comm,very small isolated occurence,CT1L100000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,1126085.60810485,724910.19156302,SB,445.445694345284,-10284.0858371814
101,Beaver Brook Rd,0,Acidic Rocky Summit Outcrop,Scrub Oak,2.48107587,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Eight Mile River Wild and Scenic Study, 2003","Pinus rigida / Quercus ilicifolia comm, lacks Pinus rigida",With dry deciduous forest inclusions,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,1113767.35124536,711174.82500493,AcRSO,1731.69801884101,-108075.664989393
102,Lyme Acidic Rocky Summit,0,Subacidic Rocky Summit Outcrop,Cedar Woodland,1.34318648,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Eight Mile River Wild and Scenic Study, 2003",Juniperus virginiana woodlands assoc,"Large, pristine",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,1119713.6041166,714794.48147952,SubRSO,1291.57853445337,-58509.2033895001
103,Lyme Subacidic Forest,0,Dry Subacidic Forest,Ash/Hickory Glade,11.60004032,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Eight Mile River Wild and Scenic Study, 2003",Carya glabra - Fraxinus americana forest association,"Complex of C-F woodland and forest, rich and poor regimes",CT2G4A1000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Forested,1119495.10750636,715004.50730618,DSF,3351.87431072669,-505297.756501279
104,Fenwick Association,0,Coastal Grassland,,2.6639326,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,abundant Liatris,restoration activity, ,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,1106163.51245044,659118.44716252,CG,1496.36301345236,-116040.904447889
105,Hammonasset State Park,2,Beachshore,Salt,3.11039013,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,5,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1057370.01817411,652002.06244519,B,2201.14659482085,-135488.59420692
106,Mumford Cove Beach,1,Beachshore,Salt,2.95903121,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,41,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1198659.38257644,676919.11234852,B,2135.87781273203,-128895.399796571
107,Mumford Cove Beach,2,Beachshore,Salt,6.36582252,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CE1C1A0000,41,True,Not Applicable,Not Applicable,Not Applicable,Estuarine,1200309.25854178,678210.55956876,B,4167.35419639917,-277295.229300954
108,Bear Mountain,23,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.26161952,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2008/11/03 00:00:00+00,Not Applicable,,"steep bald with scattered pitch pine and red pine shrubs and/or trees; check Moorhead Carex cumulata and Pinus resinosa 1998 reports",CT1A2A0000,,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,807519.84989644,942113.47697185,AcRSO,621.302741365907,-11396.1465270305
109,Great Mountain Forest,4,Acidic Red/Black Spruce Basin Swamp,,7.28403993,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Great Mountain Forest Conservation Evaluation, 2000", , ,CP2B2A4000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,870523.27539852,896995.50684052,AcR/BSS,2305.10466541029,-317292.779353758
110,Great Mountain Forest,5,Acidic Red/Black Spruce Basin Swamp,,2.19206433,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Great Mountain Forest Conservation Evaluation, 2000", , ,CP2B2A4000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,864543.29260785,907658.65054044,AcR/BSS,1234.07127065756,-95486.3224323324
111,Great Mountain Forest,6,Acidic Red/Black Spruce Basin Swamp,,52.6319168,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,,"Great Mountain Forest Conservation Evaluation, 2000", , ,CP2B2A4000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,868830.66231393,908210.91518393,AcR/BSS,9347.99280121024,-2292646.29602021
112,Unnamed CT River Beachshore,37,Beachshore,Riverine,0.04625464,,Aerial Photo Interpretation,CT 2005 Coastal Infrared Ortho Photo,Not Applicable,CT DEP NHS,, , ,upper sandy mainland shore under canopy gap,CE1C3A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,1035116.68177536,811509.97866493,B,474.786315024835,-2014.85232174799
113,Ragged Mountain,2,Dry Subacidic Forest,Ash/Hickory Glade,0.75779734,,GPS Field Data,Not Applicable,GPS Trimble GeoExplorer3,CT DEP NHS,, , ,abundant oak,CT2G4A1000,0,True,5.1,2.6,1.311,Terrestrial Forested,981193.88148468,787587.84967202,DSF,893.630766556538,-33009.6523233032
114,Penwood State Park,1,Subacidic Rocky Summit Outcrop,Cedar Woodland,0.14908023,,AerialPhoto Interpretation using GPS Field Data,CT 2004 Black and White Ortho Photo,GPS Trimble GeoExplorer3,CT DEP NHS,2009/11/02 00:00:00+00,"Farmington Valley Biodiversity Project, 2002","Artemisia cf. campestris ssp. caudata, Elymus canadensis",Artemisia campestris dominant on open rock,CT1A4A0000,9,True,,,,Terrestrial Non-forested,990532.62002502,872485.06964102,SubRSO,735.688163440961,-6493.93524483547
